IndicatorId,Category,CategoryType,Age,Sex,Trend,Denominator,CategoryTypeId,UpperCI,Value,Count,AreaCode,SexID,AgeID,Year,LowerCI,CategoryId
241,"","",17+ yrs,Persons,"",273416,,7.37368565593097,7.27572636568453,19893,E38000208,4,187,2018,7.17896759941567,
241,"","",17+ yrs,Persons,"",149242,,7.39614698503048,7.26337090095281,10840,E38000226,4,187,2018,7.13279482458344,
241,"","",17+ yrs,Persons,"",184852,,6.09656623449647,5.98749269686019,11068,E38000227,4,187,2018,5.88024839256667,
241,"","",17+ yrs,Persons,"",293567,,6.85134006909239,6.75995598960374,19845,E38000228,4,187,2018,6.66970352691767,
241,"","",17+ yrs,Persons,"",632267,,6.74268966110827,6.68088007123573,42241,E38000233,4,187,2018,6.61959686532538,
241,"","",17+ yrs,Persons,"",2155952,,7.08124299917567,7.04700290173436,151930,E54000008,4,187,2018,7.0129158706652,
241,"","",17+ yrs,Persons,"",1474529,,7.22006743951517,7.17829218686103,105846,E54000048,4,187,2018,7.13674005277375,
241,"","",17+ yrs,Persons,"",8733,,8.21356203142272,7.63769609527081,667,N81007,4,187,2018,7.09908230493539,
241,"","",17+ yrs,Persons,"",8173,,7.92694742213505,7.34124556466414,600,N81008,4,187,2018,6.79562565065042,
241,"","",17+ yrs,Persons,"",5976,,6.46342398247681,5.84002677376171,349,N81009,4,187,2018,5.27336642666402,
241,"","",17+ yrs,Persons,"",10009,,10.3376762460287,9.74123289039864,975,N81019,4,187,2018,9.17568034566564,
241,"","",17+ yrs,Persons,"",9279,,5.53026956345622,5.06520099148615,470,N81022,4,187,2018,4.63732257961374,
241,"","",17+ yrs,Persons,"",8336,,9.09865230941557,8.48128598848368,707,N81024,4,187,2018,7.90216797981311,
241,"","",17+ yrs,Persons,"",20842,,6.97179013556969,6.62604356587659,1381,N81032,4,187,2018,6.29628284812058,
241,"","",17+ yrs,Persons,"",10704,,5.57283804840582,5.13826606875934,550,N81034,4,187,2018,4.73588255663633,
241,"","",17+ yrs,Persons,"",9048,,8.35075691828713,7.78072502210433,704,N81039,4,187,2018,7.24652751542227,
241,"","",17+ yrs,Persons,"",4711,,8.03588368453208,7.25960517936744,342,N81040,4,187,2018,6.55297290435398,
241,"","",17+ yrs,Persons,"",4927,,8.68147073388883,7.89527095595697,389,N81043,4,187,2018,7.17467603842469,
241,"","",17+ yrs,Persons,"",7927,,6.64124514680379,6.09309953324082,483,N81046,4,187,2018,5.5874882588052,
241,"","",17+ yrs,Persons,"",11333,,8.36284134446857,7.85317215212212,890,N81048,4,187,2018,7.37206564263379,
241,"","",17+ yrs,Persons,"",4970,,7.80829721877495,7.06237424547284,351,N81049,4,187,2018,6.38277550970824,
241,"","",17+ yrs,Persons,"",7232,,8.98312749249753,8.32411504424779,602,N81054,4,187,2018,7.70935348147822,
241,"","",17+ yrs,Persons,"",10658,,9.40190038818627,8.84781384875211,943,N81057,4,187,2018,8.32338155414839,
241,"","",17+ yrs,Persons,"",7624,,7.53096734706566,6.9386149003148,529,N81060,4,187,2018,6.389634759744,
241,"","",17+ yrs,Persons,"",141041,,8.65061752422705,8.50391021050616,11994,E38000014,4,187,2018,8.35946324914553,
241,"","",17+ yrs,Persons,"",142665,,8.2498672309582,8.10710405495391,11566,E38000015,4,187,2018,7.96659687027902,
241,"","",17+ yrs,Persons,"",149779,,6.98653670222105,6.85743662329165,10271,E38000034,4,187,2018,6.73054948649923,
241,"","",17+ yrs,Persons,"",317500,,7.51437514777726,7.42267716535433,23567,E38000050,4,187,2018,7.33200946358321,
241,"","",17+ yrs,Persons,"",105822,,8.47610424314589,8.30829128158606,8792,E38000068,4,187,2018,8.14350512293181,
241,"","",17+ yrs,Persons,"",132941,,8.01713698334482,7.87116089092154,10464,E38000091,4,187,2018,7.72761943528184,
241,"","",17+ yrs,Persons,"",444838,,6.53362305350398,6.46100378115179,28741,E38000101,4,187,2018,6.3891364761079,
241,"","",17+ yrs,Persons,"",127294,,7.30590317931008,7.16294562194604,9118,E38000161,4,187,2018,7.02257344668288,
241,"","",17+ yrs,Persons,"",101369,,7.73979480510975,7.57529422209946,7679,E38000170,4,187,2018,7.41400895312951,
241,"","",17+ yrs,Persons,"",160999,,8.11292088512436,7.97955266802899,12847,E38000172,4,187,2018,7.84818963067568,
241,"","",17+ yrs,Persons,"",177006,,6.98574933005222,6.86699885879575,12155,E38000194,4,187,2018,6.75012052805227,
241,"","",17+ yrs,Persons,"",95883,,7.14550864808042,6.98246821647216,6695,E38000200,4,187,2018,6.82287455763064,
241,"","",17+ yrs,Persons,"",273416,,7.37368565593097,7.27572636568453,19893,E38000208,4,187,2018,7.17896759941567,
241,"","",17+ yrs,Persons,"",149242,,7.39614698503048,7.26337090095281,10840,E38000226,4,187,2018,7.13279482458344,
241,"","",17+ yrs,Persons,"",184852,,6.09656623449647,5.98749269686019,11068,E38000227,4,187,2018,5.88024839256667,
241,"","",17+ yrs,Persons,"",293567,,6.85134006909239,6.75995598960374,19845,E38000228,4,187,2018,6.66970352691767,
241,"","",17+ yrs,Persons,"",632267,,6.74268966110827,6.68088007123573,42241,E38000233,4,187,2018,6.61959686532538,
241,"","",17+ yrs,Persons,"",2155952,,7.08124299917567,7.04700290173436,151930,E54000008,4,187,2018,7.0129158706652,
241,"","",17+ yrs,Persons,"",1474529,,7.22006743951517,7.17829218686103,105846,E54000048,4,187,2018,7.13674005277375,
241,"","",17+ yrs,Persons,"",48783947,,7.08980912849857,7.08260854743877,3455176,E92000001,4,187,2019,7.07541300051208,
241,"","",17+ yrs,Persons,"",9379,,8.41996647408805,7.85798059494616,737,A82003,4,187,2019,7.33050171091356,
241,"","",17+ yrs,Persons,"",7884,,8.21652955716477,7.6103500761035,600,A82007,4,187,2019,7.04545897424113,
241,"","",17+ yrs,Persons,"",9095,,9.39567430750264,8.79604178119846,800,A82008,4,187,2019,8.2312012247211,
241,"","",17+ yrs,Persons,"",7279,,9.49327353061685,8.81989284242341,642,A82009,4,187,2019,8.1899544526164,
241,"","",17+ yrs,Persons,"",5432,,8.12725276751069,7.40058910162003,402,A82010,4,187,2019,6.73413465411502,
241,"","",17+ yrs,Persons,"",7374,,7.23631846505809,6.64496880933008,490,A82039,4,187,2019,6.09876692966054,
241,"","",17+ yrs,Persons,"",3938,,9.20671081466126,8.30370746571864,327,A82062,4,187,2019,7.48197303254514,
241,"","",17+ yrs,Persons,"",3726,,7.72806518730649,6.87063875469673,256,A82068,4,187,2019,6.1020523797762,
241,"","",17+ yrs,Persons,"",3587,,7.05488801922408,6.21689434067466,223,A82071,4,187,2019,5.47257842504581,
241,"","",17+ yrs,Persons,"",5305,,8.79218635304349,8.0301602262017,426,A82072,4,187,2019,7.32887255329671,
241,"","",17+ yrs,Persons,"",4281,,7.05042211549658,6.28357860313011,269,A82077,4,187,2019,5.59512064327387,
241,"","",17+ yrs,Persons,"",2665,,8.80571557068271,7.72983114446529,206,A82629,4,187,2019,6.77563181307855,
241,"","",17+ yrs,Persons,"",2894,,7.2693565868373,6.32342778161714,183,A82651,4,187,2019,5.49329672171206,
241,"","",17+ yrs,Persons,"",106604,,8.53830250705903,8.37116806123598,8924,E06000006,4,187,2019,8.20624438154418,
241,"","",17+ yrs,Persons,"",178376,,7.0125636942489,6.89442525900345,12298,E06000007,4,187,2019,6.77767168146688,
241,"","",17+ yrs,Persons,"",137431,,8.997354578173,8.84662121355444,12158,E06000008,4,187,2019,8.69757615544789,
241,"","",17+ yrs,Persons,"",143047,,8.35856670122559,8.21548162492048,11752,E06000009,4,187,2019,8.07405247128507,
241,"","",17+ yrs,Persons,"",333906,,6.74508421243331,6.66025767731038,22239,E06000049,4,187,2019,6.57617634271137,
241,"","",17+ yrs,Persons,"",304560,,6.95683371292937,6.86662726556344,20913,E06000050,4,187,2019,6.77723261603621,
241,"","",17+ yrs,Persons,"",231772,,8.37619653446464,8.26372469495884,19153,E06000063,4,187,2019,8.15227328313121,
241,"","",17+ yrs,Persons,"",198459,,7.16708472752133,7.05384991358417,13999,E06000064,4,187,2019,6.94185364813423,
241,"","",17+ yrs,Persons,"",75432,,8.74186576628808,8.54146781206915,6443,E07000117,4,187,2019,8.3441768240049,
241,"","",17+ yrs,Persons,"",91580,,6.83362905542026,6.67067045206377,6109,E07000118,4,187,2019,6.51042793687678,
241,"","",17+ yrs,Persons,"",61466,,7.0668801104849,6.86558422542544,4220,E07000119,4,187,2019,6.66831067515598,
241,"","",17+ yrs,Persons,"",62021,,8.50465696635784,8.28590316183228,5139,E07000120,4,187,2019,8.07095976750471,
241,"","",17+ yrs,Persons,"",128017,,6.86450729417113,6.72645039330714,8611,E07000121,4,187,2019,6.59033318626784,
241,"","",17+ yrs,Persons,"",74348,,8.25736105460189,8.06074137838274,5993,E07000122,4,187,2019,7.86732364018141,
241,"","",17+ yrs,Persons,"",111011,,7.52692152706405,7.37224239039374,8184,E07000123,4,187,2019,7.21975539006921,
241,"","",17+ yrs,Persons,"",48609,,6.27303384967363,6.05854882840626,2945,E07000124,4,187,2019,5.84927750501622,
241,"","",17+ yrs,Persons,"",58865,,7.45810498593079,7.2470908009853,4266,E07000125,4,187,2019,7.04022687944202,
241,"","",17+ yrs,Persons,"",102570,,6.2593931441844,6.11192356439505,6269,E07000126,4,187,2019,5.96692091565776,
241,"","",17+ yrs,Persons,"",93737,,7.35485183694311,7.18819676328451,6738,E07000127,4,187,2019,7.02415286392804,
241,"","",17+ yrs,Persons,"",88611,,7.86832079730134,7.69204726275519,6816,E07000128,4,187,2019,7.51849226418361,
241,"","",17+ yrs,Persons,"",245654,,8.76401904052754,8.65241355727975,21255,E08000001,4,187,2019,8.54175868166514,
241,"","",17+ yrs,Persons,"",163890,,7.63573535686778,7.50747452559644,12304,E08000002,4,187,2019,7.38069221657686,
241,"","",17+ yrs,Persons,"",535541,,6.47013981231007,6.40436493190998,34298,E08000003,4,187,2019,6.33905835177583,
241,"","",17+ yrs,Persons,"",189723,,8.77261217865818,8.64576250639089,16403,E08000004,4,187,2019,8.52014394784964,
241,"","",17+ yrs,Persons,"",185166,,8.80623965087012,8.67761900132854,16068,E08000005,4,187,2019,8.55025844125969,
241,"","",17+ yrs,Persons,"",226409,,6.75425470634419,6.65123736247234,15059,E08000006,4,187,2019,6.54931933385809,
241,"","",17+ yrs,Persons,"",254439,,6.81390755605358,6.71634458553917,17089,E08000007,4,187,2019,6.61975786130575,
241,"","",17+ yrs,Persons,"",183008,,8.56010183555526,8.43241825493967,15432,E08000008,4,187,2019,8.30601991588635,
241,"","",17+ yrs,Persons,"",191775,,6.61073969555826,6.49980445834963,12465,E08000009,4,187,2019,6.39017313212387,
241,"","",17+ yrs,Persons,"",269126,,7.97198849585129,7.86991966588141,21180,E08000010,4,187,2019,7.76874087491302,
241,"","",17+ yrs,Persons,"",129662,,8.22228883108423,8.07329826780398,10468,E08000011,4,187,2019,7.92614298752222,
241,"","",17+ yrs,Persons,"",460545,,6.69592391163519,6.62389125926891,30506,E08000012,4,187,2019,6.55239950325621,
241,"","",17+ yrs,Persons,"",161603,,8.16766164157932,8.03450430994474,12984,E08000013,4,187,2019,7.90282136864505,
241,"","",17+ yrs,Persons,"",229538,,7.48512771824318,7.37786336031507,16935,E08000014,4,187,2019,7.27165901167279,
241,"","",17+ yrs,Persons,"",274619,,7.52395536010005,7.4255605038253,20392,E08000015,4,187,2019,7.32805031551523,
241,"","",17+ yrs,Persons,"",996267,,7.25104027878808,7.20017826546498,71733,E10000017,4,187,2019,7.14956184963726,
241,"","",17+ yrs,Persons,"",137431,,8.9979084219444,8.84662121355444,12158,E38000014,4,187,2019,8.69763457186594,
241,"","",17+ yrs,Persons,"",143047,,8.35890786423248,8.21548162492048,11752,E38000015,4,187,2019,8.07429953188603,
241,"","",17+ yrs,Persons,"",148753,,7.01028142579241,6.88053350184534,10235,E38000034,4,187,2019,6.75301259015933,
241,"","",17+ yrs,Persons,"",303672,,7.96630923018569,7.87000447851629,23899,E38000050,4,187,2019,7.77476560447571,
241,"","",17+ yrs,Persons,"",106604,,8.53892523327507,8.37116806123598,8924,E38000068,4,187,2019,8.20641095826231,
241,"","",17+ yrs,Persons,"",133995,,8.2001905974692,8.0532855703571,10791,E38000091,4,187,2019,7.90878558756317,
241,"","",17+ yrs,Persons,"",452827,,6.69630374938806,6.62350080715152,29993,E38000101,4,187,2019,6.55143380876057,
241,"","",17+ yrs,Persons,"",127872,,7.52540776413058,7.38081831831832,9438,E38000161,4,187,2019,7.23878947863047,
241,"","",17+ yrs,Persons,"",105051,,7.47644382797828,7.31739821610456,7687,E38000170,4,187,2019,7.16147408735025,
241,"","",17+ yrs,Persons,"",161603,,8.16803438726891,8.03450430994474,12984,E38000172,4,187,2019,7.90296930562773,
241,"","",17+ yrs,Persons,"",178376,,7.01293142702804,6.89442525900345,12298,E38000194,4,187,2019,6.77777567173324,
241,"","",17+ yrs,Persons,"",93737,,7.35530707271075,7.18819676328451,6738,E38000200,4,187,2019,7.02459527192762,
241,"","",17+ yrs,Persons,"",274619,,7.52421740629836,7.4255605038253,20392,E38000208,4,187,2019,7.32809467457303,
241,"","",17+ yrs,Persons,"",150077,,7.48670769643129,7.35355850663326,11036,E38000226,4,187,2019,7.22259246755925,
241,"","",17+ yrs,Persons,"",172011,,6.6369872249161,6.51935050665364,11214,E38000227,4,187,2019,6.40365581994044,
241,"","",17+ yrs,Persons,"",294409,,7.02655679514062,6.93423095082012,20415,E38000228,4,187,2019,6.84302893912569,
241,"","",17+ yrs,Persons,"",638466,,6.82053678292092,6.75869975848361,43152,E38000233,4,187,2019,6.69738307083732,
241,"","",17+ yrs,Persons,"",2179413,,7.17651030542344,7.1422442648548,155659,E54000008,4,187,2019,7.10812930718198,
241,"","",17+ yrs,Persons,"",1443137,,7.48831992314125,7.44537767377595,107447,E54000048,4,187,2019,7.4026619744806,
241,"","",17+ yrs,Persons,"",8719,,8.20301238531353,7.62702144741369,665,N81007,4,187,2019,7.08835184637142,
241,"","",17+ yrs,Persons,"",8455,,7.8469911935398,7.27380248373743,615,N81008,4,187,2019,6.73942072619267,
241,"","",17+ yrs,Persons,"",6059,,6.66878106047278,6.04060075920119,366,N81009,4,187,2019,5.46812642455034,
241,"","",17+ yrs,Persons,"",10153,,10.4037782684577,9.8099084014577,996,N81019,4,187,2019,9.24643943861701,
241,"","",17+ yrs,Persons,"",27952,,6.12688161472605,5.8457355466514,1634,N81022,4,187,2019,5.57672410088139,
241,"","",17+ yrs,Persons,"",8479,,9.07953888763057,8.46797971458899,718,N81024,4,187,2019,7.89403613213485,
241,"","",17+ yrs,Persons,"",21214,,7.01377807041654,6.67012350334685,1415,N81032,4,187,2019,6.34215855641035,
241,"","",17+ yrs,Persons,"",10693,,5.71443284628154,5.27447863088002,564,N81034,4,187,2019,4.86664815017812,
241,"","",17+ yrs,Persons,"",9156,,8.5342708745163,7.96199213630406,729,N81039,4,187,2019,7.42497323896099,
241,"","",17+ yrs,Persons,"",4830,,8.22838829611151,7.45341614906832,360,N81040,4,187,2019,6.74606763065132,
241,"","",17+ yrs,Persons,"",4957,,8.54500758531137,7.7667944321162,385,N81043,4,187,2019,7.0539883762458,
241,"","",17+ yrs,Persons,"",8136,,6.62449590538042,6.08407079646018,495,N81046,4,187,2019,5.58509642941528,
241,"","",17+ yrs,Persons,"",11274,,8.29699871161507,7.78783040624446,878,N81048,4,187,2019,7.30741872275377,
241,"","",17+ yrs,Persons,"",5040,,7.7417981309158,7.00396825396825,353,N81049,4,187,2019,6.33163111177619,
241,"","",17+ yrs,Persons,"",7203,,9.07658410581796,8.41316118284048,606,N81054,4,187,2019,7.79407228044935,
241,"","",17+ yrs,Persons,"",10562,,9.37038024772267,8.81461844347661,931,N81057,4,187,2019,8.28880445699417,
241,"","",17+ yrs,Persons,"",7702,,7.73771435563406,7.14100233705531,550,N81060,4,187,2019,6.5870218165221,
241,"","",17+ yrs,Persons,"",137431,,8.9979084219444,8.84662121355444,12158,E38000014,4,187,2019,8.69763457186594,
241,"","",17+ yrs,Persons,"",143047,,8.35890786423248,8.21548162492048,11752,E38000015,4,187,2019,8.07429953188603,
241,"","",17+ yrs,Persons,"",148753,,7.01028142579241,6.88053350184534,10235,E38000034,4,187,2019,6.75301259015933,
241,"","",17+ yrs,Persons,"",303672,,7.96630923018569,7.87000447851629,23899,E38000050,4,187,2019,7.77476560447571,
241,"","",17+ yrs,Persons,"",106604,,8.53892523327507,8.37116806123598,8924,E38000068,4,187,2019,8.20641095826231,
241,"","",17+ yrs,Persons,"",133995,,8.2001905974692,8.0532855703571,10791,E38000091,4,187,2019,7.90878558756317,
241,"","",17+ yrs,Persons,"",452827,,6.69630374938806,6.62350080715152,29993,E38000101,4,187,2019,6.55143380876057,
241,"","",17+ yrs,Persons,"",127872,,7.52540776413058,7.38081831831832,9438,E38000161,4,187,2019,7.23878947863047,
241,"","",17+ yrs,Persons,"",105051,,7.47644382797828,7.31739821610456,7687,E38000170,4,187,2019,7.16147408735025,
241,"","",17+ yrs,Persons,"",161603,,8.16803438726891,8.03450430994474,12984,E38000172,4,187,2019,7.90296930562773,
241,"","",17+ yrs,Persons,"",178376,,7.01293142702804,6.89442525900345,12298,E38000194,4,187,2019,6.77777567173324,
241,"","",17+ yrs,Persons,"",93737,,7.35530707271075,7.18819676328451,6738,E38000200,4,187,2019,7.02459527192762,
241,"","",17+ yrs,Persons,"",274619,,7.52421740629836,7.4255605038253,20392,E38000208,4,187,2019,7.32809467457303,
241,"","",17+ yrs,Persons,"",150077,,7.48670769643129,7.35355850663326,11036,E38000226,4,187,2019,7.22259246755925,
241,"","",17+ yrs,Persons,"",172011,,6.6369872249161,6.51935050665364,11214,E38000227,4,187,2019,6.40365581994044,
241,"","",17+ yrs,Persons,"",294409,,7.02655679514062,6.93423095082012,20415,E38000228,4,187,2019,6.84302893912569,
241,"","",17+ yrs,Persons,"",638466,,6.82053678292092,6.75869975848361,43152,E38000233,4,187,2019,6.69738307083732,
241,"","",17+ yrs,Persons,"",2179413,,7.17651030542344,7.1422442648548,155659,E54000008,4,187,2019,7.10812930718198,
241,"","",17+ yrs,Persons,"",1443137,,7.48831992314125,7.44537767377595,107447,E54000048,4,187,2019,7.4026619744806,
241,"","",17+ yrs,Persons,"",49122259,,7.11571250551167,7.10852487463983,3491868,E92000001,4,187,2020,7.10134223917687,
241,"","",17+ yrs,Persons,"",9467,,8.24389014359442,7.68987007499736,728,A82003,4,187,2020,7.17017274794587,
241,"","",17+ yrs,Persons,"",7893,,8.10229871344938,7.50031673634866,592,A82007,4,187,2020,6.93968313479815,
241,"","",17+ yrs,Persons,"",9053,,9.1319959277351,8.53860598696565,773,A82008,4,187,2020,7.98038774230545,
241,"","",17+ yrs,Persons,"",7227,,9.21821383983688,8.55126608551266,618,A82009,4,187,2020,7.9283584627303,
241,"","",17+ yrs,Persons,"",5404,,8.11131176904712,7.38341968911917,399,A82010,4,187,2020,6.71607296341052,
241,"","",17+ yrs,Persons,"",7381,,7.45465301815366,6.85543964232489,506,A82039,4,187,2020,6.30111228141604,
241,"","",17+ yrs,Persons,"",4026,,9.24029443015667,8.34575260804769,336,A82062,4,187,2020,7.53062486597054,
241,"","",17+ yrs,Persons,"",3739,,7.50399262868074,6.65953463492913,249,A82068,4,187,2020,5.90404146365338,
241,"","",17+ yrs,Persons,"",3595,,7.03926339948923,6.20305980528512,223,A82071,4,187,2020,5.46035526857243,
241,"","",17+ yrs,Persons,"",5320,,9.11945711405764,8.34586466165413,444,A82072,4,187,2020,7.63238393378321,
241,"","",17+ yrs,Persons,"",4236,,7.17469518169873,6.39754485363551,271,A82077,4,187,2020,5.69940551574856,
241,"","",17+ yrs,Persons,"",2623,,8.78438166914886,7.70110560426992,202,A82629,4,187,2020,6.74154424660063,
241,"","",17+ yrs,Persons,"",3967,,6.86180322329147,6.07511973783716,241,A82651,4,187,2020,5.37342358843283,
241,"","",17+ yrs,Persons,"",107410,,8.57943433997094,8.41262452285634,9036,E06000006,4,187,2020,8.24800591774429,
